celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,elimination_week,observed_elimination,active,judge_count,judge_total,judge_mean
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6,5.0,False,False,4,0.0,0.0
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,6,,False,False,4,0.0,0.0
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,6,4.0,False,False,4,0.0,0.0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6,3.0,False,False,4,0.0,0.0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,6,2.0,False,False,4,0.0,0.0
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,6,1.0,False,False,4,0.0,0.0
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,7,,False,True,4,39.0,9.75
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,7,,False,True,4,35.5,8.875
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,7,,False,True,4,38.0,9.5
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,7,,False,True,4,36.5,9.125
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,7,9.0,False,True,4,36.5,9.125
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,7,9.0,False,True,4,39.0,9.75
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,7,8.0,False,True,4,31.5,7.875
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,7,8.0,False,True,4,35.0,8.75
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,7,7.0,True,True,4,34.5,8.625
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,7,6.0,False,False,4,0.0,0.0
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,7,5.0,False,False,4,0.0,0.0
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7,,False,False,4,0.0,0.0
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,7,4.0,False,False,4,0.0,0.0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,7,3.0,False,False,4,0.0,0.0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,7,2.0,False,False,4,0.0,0.0
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,7,1.0,False,False,4,0.0,0.0
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8,,False,True,4,45.0,11.25
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,8,,False,True,4,40.0,10.0
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,8,,False,True,4,45.0,11.25
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,8,,False,True,4,42.0,10.5
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,8,9.0,False,True,4,39.0,9.75
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,8,9.0,False,True,4,39.0,9.75
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,8,8.0,True,True,4,29.0,7.25
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,8,8.0,True,True,4,35.0,8.75
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,8,7.0,False,False,4,0.0,0.0
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,8,6.0,False,False,4,0.0,0.0
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,8,5.0,False,False,4,0.0,0.0
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,8,,False,False,4,0.0,0.0
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,8,4.0,False,False,4,0.0,0.0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,8,3.0,False,False,4,0.0,0.0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,8,2.0,False,False,4,0.0,0.0
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,8,1.0,False,False,4,0.0,0.0
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,9,,False,True,4,40.0,10.0
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,9,,False,True,4,40.0,10.0
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,9,,False,True,4,36.5,9.125
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,9,,False,True,4,36.5,9.125
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,9,9.0,True,True,4,34.5,8.625
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,9,9.0,True,True,4,32.5,8.125
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,9,8.0,False,False,4,0.0,0.0
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,9,8.0,False,False,4,0.0,0.0
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,9,7.0,False,False,4,0.0,0.0
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,9,6.0,False,False,4,0.0,0.0
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,9,5.0,False,False,4,0.0,0.0
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,9,,False,False,4,0.0,0.0
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,9,4.0,False,False,4,0.0,0.0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,9,3.0,False,False,4,0.0,0.0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,9,2.0,False,False,4,0.0,0.0
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,9,1.0,False,False,4,0.0,0.0
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,10,,False,True,4,40.0,10.0
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,10,,False,True,4,40.0,10.0
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,10,,False,True,4,38.0,9.5
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,10,,False,True,4,38.0,9.5
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,10,9.0,False,False,4,0.0,0.0
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,10,9.0,False,False,4,0.0,0.0
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,10,8.0,False,False,4,0.0,0.0
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,10,8.0,False,False,4,0.0,0.0
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,10,7.0,False,False,4,0.0,0.0
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,10,6.0,False,False,4,0.0,0.0
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,10,5.0,False,False,4,0.0,0.0
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,10,,False,False,4,0.0,0.0
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,10,4.0,False,False,4,0.0,0.0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,10,3.0,False,False,4,0.0,0.0
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,10,2.0,False,False,4,0.0,0.0
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,10,1.0,False,False,4,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,1,,False,True,3,18.0,6.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,1,,False,True,3,21.0,7.0
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,1,,False,True,3,21.0,7.0
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,1,,False,True,3,22.0,7.333333333333333
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,1,,False,True,3,13.0,4.333333333333333
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,1,9.0,False,True,3,12.0,4.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,1,8.0,False,True,3,16.0,5.333333333333333
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,1,7.0,False,True,3,19.0,6.333333333333333
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,1,6.0,False,True,3,15.0,5.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,1,5.0,False,True,3,17.0,5.666666666666667
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,1,4.0,False,True,3,18.0,6.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,1,3.0,False,True,3,12.0,4.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,1,2.0,False,True,3,15.0,5.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,1,1.0,True,True,3,12.0,4.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,2,,False,True,3,24.0,8.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,2,,False,True,3,24.0,8.0
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,2,,False,True,3,20.0,6.666666666666667
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,2,,False,True,3,21.0,7.0
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,2,,False,True,3,19.0,6.333333333333333
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,2,9.0,False,True,3,15.0,5.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,2,8.0,False,True,3,15.0,5.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,2,7.0,False,True,3,21.0,7.0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,2,6.0,False,True,3,12.0,4.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,2,5.0,False,True,3,18.0,6.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,2,4.0,False,True,3,15.0,5.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,2,3.0,False,True,3,18.0,6.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,2,2.0,True,True,3,16.0,5.333333333333333
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,2,1.0,False,False,3,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,3,,False,True,4,32.0,8.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,3,,False,True,4,34.0,8.5
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,3,,False,True,4,34.0,8.5
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,3,,False,True,4,32.0,8.0
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,3,,False,True,4,24.0,6.0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,3,9.0,False,True,4,24.0,6.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,3,8.0,False,True,4,25.0,6.25
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,3,7.0,False,True,4,27.0,6.75
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,3,6.0,False,True,4,23.0,5.75
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,3,5.0,False,True,4,26.0,6.5
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,3,4.0,False,True,4,22.0,5.5
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,3,3.0,True,True,4,20.0,5.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,3,2.0,False,False,4,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,3,1.0,False,False,4,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,4,,False,True,3,27.0,9.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,4,,False,True,3,24.0,8.0
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,4,,False,True,3,25.0,8.333333333333334
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,4,,False,True,3,24.0,8.0
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,4,,False,True,3,18.0,6.0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,4,9.0,False,True,3,21.0,7.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,4,8.0,False,True,3,18.0,6.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,4,7.0,False,True,3,22.0,7.333333333333333
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,4,6.0,False,True,3,19.0,6.333333333333333
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,4,5.0,False,True,3,21.0,7.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,4,4.0,True,True,3,21.0,7.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,4,3.0,False,False,3,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,4,2.0,False,False,3,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,4,1.0,False,False,3,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,5,,False,True,3,28.0,9.333333333333334
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,5,,False,True,3,27.0,9.0
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,5,,False,True,3,24.0,8.0
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,5,,False,True,3,28.0,9.333333333333334
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,5,,False,True,3,21.0,7.0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,5,9.0,False,True,3,18.0,6.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,5,8.0,False,True,3,24.0,8.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,5,7.0,False,True,3,24.0,8.0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,5,6.0,False,True,3,24.0,8.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,5,5.0,True,True,3,22.0,7.333333333333333
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,5,4.0,False,False,3,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,5,3.0,False,False,3,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,5,2.0,False,False,3,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,5,1.0,False,False,3,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,6,,False,True,4,42.0,10.5
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,6,,False,True,4,39.0,9.75
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,6,,False,True,4,41.0,10.25
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,6,,False,True,4,38.0,9.5
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,6,,False,True,4,31.0,7.75
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,6,9.0,False,True,4,29.0,7.25
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6,8.0,False,True,4,32.0,8.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,6,7.0,False,True,4,37.0,9.25
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,6,6.0,True,True,4,33.0,8.25
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,6,5.0,False,False,4,0.0,0.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,6,4.0,False,False,4,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,6,3.0,False,False,4,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,6,2.0,False,False,4,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,6,1.0,False,False,4,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,7,,False,True,4,37.0,9.25
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,7,,False,True,4,36.0,9.0
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7,,False,True,4,37.0,9.25
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,7,,False,True,4,36.0,9.0
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,7,,False,True,4,35.0,8.75
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,7,9.0,False,True,4,32.0,8.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,7,8.0,False,True,4,32.5,8.125
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,7,7.0,True,True,4,36.5,9.125
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,7,6.0,False,False,4,0.0,0.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,7,5.0,False,False,4,0.0,0.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,7,4.0,False,False,4,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,7,3.0,False,False,4,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,7,2.0,False,False,4,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,7,1.0,False,False,4,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,8,,False,True,4,40.0,10.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,8,,False,True,4,33.0,8.25
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,8,,False,True,4,42.0,10.5
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,8,,False,True,4,39.0,9.75
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,8,,False,True,4,36.0,9.0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,8,9.0,False,True,4,28.0,7.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,8,8.0,True,True,4,35.0,8.75
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,8,7.0,False,False,4,0.0,0.0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,8,6.0,False,False,4,0.0,0.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,8,5.0,False,False,4,0.0,0.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,8,4.0,False,False,4,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,8,3.0,False,False,4,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,8,2.0,False,False,4,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,8,1.0,False,False,4,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,9,,False,True,4,41.0,10.25
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,9,,False,True,4,43.0,10.75
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,9,,False,True,4,37.0,9.25
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,9,,False,True,4,38.0,9.5
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,9,,False,True,4,32.0,8.0
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,9,9.0,True,True,4,30.0,7.5
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,9,8.0,False,False,4,0.0,0.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,9,7.0,False,False,4,0.0,0.0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,9,6.0,False,False,4,0.0,0.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,9,5.0,False,False,4,0.0,0.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,9,4.0,False,False,4,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,9,3.0,False,False,4,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,9,2.0,False,False,4,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,9,1.0,False,False,4,0.0,0.0
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,10,,False,True,3,30.0,10.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,10,,False,True,3,28.5,9.5
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,10,,False,True,3,29.0,9.666666666666666
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,10,,False,True,3,29.5,9.833333333333334
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,10,,False,True,3,25.5,8.5
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,10,9.0,False,False,3,0.0,0.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,10,8.0,False,False,3,0.0,0.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,10,7.0,False,False,3,0.0,0.0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,10,6.0,False,False,3,0.0,0.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,10,5.0,False,False,3,0.0,0.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,10,4.0,False,False,3,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,10,3.0,False,False,3,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,10,2.0,False,False,3,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,10,1.0,False,False,3,0.0,0.0
